Date;U_WMT;U_JNJ;U_JPM;U_PG;U_DIS;U_KO;U_BAC;AT_CMCSA;U_PFE;U_MRK;U_ABT;AT_PEP;AT_INTC;U_XOM;U_CVX;U_TMO;U_MCD;U_DHR;U_MDT;U_NEE;AT_TXN;U_BMY;U_LLY;U_UNP;U_BA;U_IBM;U_RTX;U_WFC;AT_AMD;U_LOW;U_MMM;U_CAT;U_GE;U_AXP;U_CVS;U_SPGI;U_TGT;U_PH;U_MO;AT_AMAT;U_DE;AT_ADP;U_CL;U_SHW;U_SO;U_TJX;U_APD;U_BDX;U_DUK;U_TFC;U_ECL;U_ITW;U_MMC;U_PNC;AT_ADI;U_COP;U_F;U_HUM;U_NEM;U_PGR;U_ETN;U_NOC;AT_AEP;U_EMR;U_GD;U_KMB;U_BAX;AT_EXC;U_LHX;U_SRE;U_BLL;U_BK;U_ES;U_LUV;U_SYY;AT_WBA;AT_XEL;U_AIG;U_CMI;U_GIS;U_PPG;U_TT;U_VFC;U_AFL;U_ADM;U_DTE;U_ROK;U_SLB;U_TRV;U_WEC;U_AME;U_CLX;U_ED;U_GLW;U_HPQ;U_KR;U_MSI;AT_PCAR;U_PEG;U_SWK;U_BFB;U_EIX;U_FRT;U_HRL;U_K;U_PPL;AT_VTRS;U_WMB;U_GWW;U_ETR;U_EFX;U_HAL;U_HSY;U_LEN;U_MKC;AT_NTRS;AT_SWKS;U_STT;U_CMS;U_IP;U_IFF;U_MTB;U_NUE
01.09.2015;143950.4;8672.55;6179.08;6612.24;6718.72;8627.09;1530.42;138677.2;12106.8;7497.44;47454.84;17139.61;94228.19;17595.54;10514.86;9579.02;9302.83;12818.75;23864.99;11299.76;4420.24;12985.55;6076.05;17932.17;45022.7;2104.32;24152.84;18275.45;397.27;21059.34;4893.59;3871.39;6112.28;4886.89;15207.7;34133.64;34780.22;11179.43;112071.6;41947.6;7251.84;12692.41;11333.12;43814.82;15351.65;88870.81;16302.76;10122.2;9739.49;7025.39;9928.59;17714.2;11240.06;13331.26;59053.92;8775.93;3082.77;121185.7;443.08;91805;11981.82;56288.14;4116.38;4295.34;76311.56;21123.66;2775.86;6057.12;9161.09;14254.1;33355.92;13273.73;5036.95;347105;35497.54;137824.8;6277.77;354.26;5389.73;14379.43;22198.5;5139.07;57399.95;133458.4;18180.83;9520.99;44448.61;5680.43;6371.91;18113.57;12988.18;8402.2;17239.39;1021.14;3934.68;26927.33;1721.51;35282.2;10703.09;7573.8;38663.24;9586.49;66216.38;60174.67;14375.84;9168.99;163943.3;5394.98;9501.03;2953.98;66454.44;1716.86;33957.62;19925.24;9803.21;23185.9;22359.69;60998.06;914.33;1725.42;2268.54;29591.46;63227.02
01.10.2015;144965.4;8774.25;6176.07;6904.95;6932.07;8937.54;1532.29;144701.1;12292.11;7107.29;44394.27;17747.55;101612;18078.88;10535.04;9642.05;9831.32;12920.83;23605.89;11441.97;4620.55;13482.06;6485.69;19441.93;46142.61;2117.75;23786.72;18436.73;404.24;21693.45;4974.85;3328.15;6506.09;4879.62;14698.1;32522.06;36680.93;10160.71;118043.5;39727;6661.09;13757.38;11786.29;40886.54;15995.98;90676.63;15604.95;9963.9;9967.99;7085.05;10611.12;17771.97;11235.75;13617.18;60586.78;8851.29;3071.53;121942.8;420.17;96294.75;11038.98;58530.91;4361.08;3971.36;75921.44;22265.46;2447.85;5903.46;9048.77;15013.42;32708.39;13626.86;5507.96;366675.1;35340.6;135566.2;6728.59;344.99;4721.78;14498.55;21902.03;4887.86;56034.48;136544.6;17392.18;10020.23;41477.11;5095.21;6466.81;20174.41;13015.39;8908.71;18373.2;1029.09;3610.01;29178.56;1836.19;31960;11466.5;7481.12;39693.79;10489.88;71491.88;63766;14491.79;10089.52;140585.9;4636.38;9097.95;3017.22;68645.38;1579.33;35895.71;19683.38;9938.36;23378.98;22445.84;59048.11;994.94;1587.19;2230.22;30773.54;57147.48
01.11.2015;129943.3;9621.83;6638.04;7417.42;7767.27;9485.47;1681.08;158798.4;13535.21;7933.63;49770.87;19175.29;115532.8;20817.81;12770.07;10624.41;11158.03;14465.33;26142.48;12115.1;5471.33;14761.79;6246.61;19162.34;52427.55;2070.25;26756.02;19658.92;508.79;23018.03;5650.41;3884.18;7593.45;4901.27;15275.82;33942.3;35642.92;11297.91;131715.9;45738.86;7328.2;14794.84;12554.61;47569.93;16372.44;93776.06;16726.4;10915.14;10180.97;7516.55;11145.79;20376.2;12232.18;14136.88;66541.75;10232.67;3347.41;122328.8;520.7;105588.3;12379.03;66943.88;4419.34;4488.43;82114.25;24890.47;2824.78;5735.66;9848.13;15946.31;36386.4;14685.99;5622.71;446196.1;37564.83;138641.8;6890.03;386.33;4787.19;15132.41;25272.51;5805.85;55260.3;151975.3;19414.14;10372.46;45692.59;5982.45;7488.06;20031.08;13913.87;9766.77;18362;1150.77;4338.02;30387.71;1916.68;33228.25;11266.79;8308.83;43206.76;10272.25;77713.13;68376.31;15447.84;10569.23;155523.8;4706.55;9170.48;3211.16;75127.56;1777.48;34300.79;20307.72;10731.45;24434.64;21350.07;61872.5;1024;1797.02;2491.5;31769.26;66157.94
01.12.2015;133055.9;9710.27;6847.69;7353.51;7790.9;9705.09;1754.99;156292.7;13085.74;7855.89;49803.75;19110.99;119687.4;20168.34;12582.07;10925.28;11479.67;14634.92;26404.77;12010.69;5598.05;15325.31;6627.33;18269.5;52514.91;2103.27;26200.7;20104.34;543.63;24066.43;5579.81;3738.93;7792.32;4785.93;14525.57;35986.23;33850.11;11014.59;126033.6;52231.81;7264.23;14891.78;12245.82;49056.61;16556.48;90918.88;16658.8;11507.59;9717.41;7803.8;11304.49;20520.04;12154.06;14816.58;67898.19;10171.21;3304.29;117527.5;487.81;97864.63;12879.45;66438.13;4452.65;4652.11;81495.88;24802.43;2837.5;5691.27;10440.83;15583.43;35728.33;15263;5601.75;449059.9;37564.83;135143.4;6913.09;388.63;4180.89;15205.49;26033.88;5687.24;53459.32;156463;15508.12;10184.35;44491.16;5925.71;7607.08;19512.24;14222.57;9839.81;17703.73;1158.12;3996.12;30473.32;1952.45;32065.71;10989.42;8528.72;42135.48;10004.02;77850.19;76467.63;15288.31;10584.7;180205.3;4360.43;8807.13;3198.01;78718.88;1835.84;33615.54;21102.45;11006.88;25713.1;22626.84;63729.01;1016.21;1724.63;2619.25;33322.45;64061.09
01.01.2016;139427.4;9744.42;6687.66;7689.52;7140.27;9720.93;1663.12;142827.4;12564.18;7671.03;49201.2;19028.85;117504.4;19197.98;12239.22;11214.19;11849.79;14084.73;26676.73;12407.18;5262.04;15528.73;6455.7;16927.43;51395.22;2048.78;26030;19617.16;666.76;23726.32;5357.19;3550.84;8106;4610.27;14878.63;36396.05;33757.13;10320.73;127969.7;50842.97;7023.83;14498.66;12392.77;45882.33;17146.48;91085.88;15802.54;11664.18;10192.86;7571.5;10838.42;20315.36;12032.54;14656.65;61407.59;8696.09;3197.63;121083.4;477.81;99842.63;11467;66970.19;4573.52;4484.29;75841.94;26257.3;2861.99;5674.92;10802.57;14747.36;37747.26;14327.96;5683;411750;37528.22;137017.9;6964.07;377.29;3981.82;15048.9;24097.68;5359.56;51020.76;142023.6;15499.67;10216.19;42697.7;5287.43;7461.93;20059.57;13471.27;9854.57;18178.93;1124.89;3751.72;33369.08;1865.98;30344.25;10841.4;8305.48;40265.77;10068.21;77516.56;80082.88;15925.14;10683.47;183566.3;3124.42;8848.63;3244.04;77914.38;1546.83;35048.58;19730.85;10913.16;24828.72;20754.78;58686.41;1036.02;1577.35;2580.6;32009.63;61802.14
01.02.2016;153529.4;9900.95;6002.7;7923.77;6465.52;9729.98;1379.51;141892.9;11742.91;7370.4;42395.83;18859.36;105123;18789.14;11603.86;10331.92;12498.75;13035.35;26652.46;13492.77;5109.64;13729.57;6006.73;15821.3;43209.09;1858.37;23724.23;18022.09;497.17;22763.7;5289.27;3318.14;7452.84;3642.23;14877.03;31064.76;33859.41;10255.81;133971.4;48065.25;7072.64;14199.18;12388.16;45042.79;18286.16;92755.75;15942.21;11053.3;10993.83;6466.11;10178.91;19710.38;11629.35;13316.54;59020.99;7189.32;2831.66;113669.6;545.8;98486.88;11065.97;66909.88;4849.8;4265.84;74171.38;26610.01;2796.72;6130.63;10780.2;15007.77;34877.16;12397.63;6072.47;366329.4;39800.8;128835.9;7477.99;342.71;4124.79;14908.6;23310.02;4934.99;51889.55;133985.8;14984.14;10868.48;39310.51;5417.05;7075.14;21928.3;11734.25;10304.58;19918.47;1142.74;3159.18;31996.98;1822.36;31074.05;11595.18;7332.75;39049.04;10581.73;80636.31;83365.69;16216;11243.78;177726.9;2371.88;8635.04;3397.8;74801.13;1436.86;35083.92;16805.78;11246.06;21095.29;18807.07;48454.31;1125.33;1426.31;2555.15;28570.41;60084.55
01.03.2016;151163.9;10244.55;6037.38;7934.52;6635.4;9886.11;1303.42;150562.6;11810.54;7515.63;43366.14;18870.78;104506.1;20200.59;11865.98;10694.79;12011.64;13738.98;25726.47;13548.24;5244.08;14497.09;5611.98;17463.29;43039.8;2020.88;25940.68;17720.34;506.46;21629.58;5716.8;3656.3;7836.71;3782.06;15026.84;34203.31;37940.46;11197.82;135708.1;53034.21;7464.03;14849.5;12599.63;49850.1;17599.49;97235.63;16322.37;11363.66;10583.3;6756.25;10031.08;21227.23;12681.6;13067.5;61211.58;6468.57;3070.96;122928.4;674.35;105240.1;12793.51;69053.69;4888.51;4733.54;76735.94;27152.48;2999.27;6557.01;9870.24;15148.95;35308.83;12851.62;6084.09;407112.3;41110.6;129894.5;7652.53;315.86;4581.39;15618.91;24375.02;5535.02;54709.01;145865.4;15134.79;10679.92;44784.03;5650.25;7281.43;22223.16;12043.45;9808.93;19924.43;1154.93;3463.37;32496.16;1940.67;33909.78;11942.64;7575.25;39608.74;11372.43;80280.81;87451.69;16455.07;10902.59;156372.5;2012.03;9824.61;3467.44;74731.19;1508.85;36299.31;17617.41;11910.6;21525.8;19103.48;50532.57;1141.41;1553.37;2299.76;27971.6;62814.29
01.04.2016;158240.6;10432.77;6105.7;8159.18;6731.89;10678.68;1344.98;157300;11810.54;7866.26;46519.64;19905.15;111663.6;20618.13;12986.04;11291.09;12837.34;14526.19;26271.72;14283.41;5603.87;14740.62;5664.45;17201.73;45551.29;2293.85;27283.43;17622.13;657.47;23966.73;6001.23;4063.8;8374.36;4068.38;16023.53;36813.23;38783.99;11974.18;139895.1;58647.04;7097.52;15542.27;13323.83;51000.79;19159.68;101500.3;17753.16;11670.86;11705.83;6768.36;10687.75;22796.92;13397.66;13192.79;66001.06;7467.19;3073.31;125504.9;707.7;114642.9;14165.73;71343.81;5306.64;5186.34;73460.88;28289.48;3136.61;7359.86;9733.21;16737.79;37238.08;12897.02;6596.8;426845.3;43714.48;140159.9;8201.96;336.26;5031.95;17089.52;27686.88;6051.36;53773.91;153150.3;15557.1;11694.41;47618.67;5505.96;7804.81;23650.81;12619.85;9958.25;21983.12;1291.31;3927.4;30656.16;2086.74;34874.77;13380.88;8347.02;40361.37;12314.27;83853.5;89260.88;17273.72;12080.67;161261.3;1962.8;10294.58;3840.6;81819.06;1603.44;37030.36;19159.89;12822.58;22808.71;21214.63;52436.17;1236.04;1736.94;2522.65;29891.32;73452.88
01.05.2016;154872.3;10772.92;6553.83;7973.69;7091.35;10256.82;1465;156369.8;12895.66;8100.64;43093.81;19838.02;105331.9;22151.56;14232.84;11594.2;12956.6;14793.53;27659.03;14205.2;5631.39;16341.63;5921.36;19207;48080.72;2184.81;28484.25;18400.49;868.89;23940.29;6030.24;4159.68;8101.6;4394.52;15572.66;39730.86;37546.8;12368.25;140028.3;55607.9;7820.26;15399.34;13617.89;51330.59;18681.62;100237.6;17821.57;12234.29;11389.85;7152.13;10863.63;23134.11;13966.32;13679.48;63796.56;8794.32;3230.39;120661.1;912.94;106855.8;14121.23;74193.13;5096.79;5229.92;79182.94;26008.88;3363.83;7242.22;10116.03;16575.03;37466.89;14298.21;6402.71;421576.8;45135.1;130233.9;7922.3;346.67;5324.85;16487.97;27229.14;6447.11;53287.6;165116.7;17173.81;11576.24;47484.49;6061.75;7373.36;23039.52;12204.31;9985.83;21529.13;1166.09;3882.55;28344.13;2083.72;37744;13055.68;8772.83;39360.18;12228.68;82374.88;78980.94;17180.54;12131.29;144999.4;2378.89;10297.66;3628.81;85068.25;1921.47;37034.3;18513.34;12082.53;24890.42;18213.43;55958.6;1189.45;1842.5;2597;31627.58;77749.94
01.06.2016;162756.4;10852.32;6749.04;8054.44;6694.52;10192.98;1478.89;162754.3;13785.93;8251.52;43814.81;19625.6;109894;22366.2;14080.48;12113.36;12326.96;15007.71;28066.86;14561.64;5944.84;16321.19;5820.36;18455.43;45725.66;2315.5;27569.18;18693.64;1029.19;25238.86;6082.99;3862.03;7897.03;4409.91;14825.11;41209.04;32299.75;12426.69;142756.9;67035.56;7684.8;15173.77;13397.73;51804.05;18575.42;99026.38;17593.11;12701.15;11524.23;7467.74;11267.68;23515.38;14519.27;13964.24;66104.81;8318.31;3109.43;120518.4;868.28;107922;13846.71;76280.31;5183.33;4985.4;78981.94;26582.14;3269.78;7165.78;10016.05;16873.69;37466.55;14817.25;6279.39;407495.4;45320.8;126833.4;8127.64;353.72;5261.13;16739.71;26528.77;6482.2;51259.96;166770.3;18415.68;11703.39;49018.67;5829.02;7634.62;24036.59;12063.28;10216.29;21219.82;1296.23;4305.4;29224.28;1893.44;35966.42;12736.15;8930.29;39636.93;12250.94;82129.38;70248.31;16728.56;12223.02;150940.6;2856.94;10074.46;3721.35;88302.19;1934.18;36986.22;18513.34;12459.14;25763.29;18327.31;56003.08;1225.19;1803.91;2794.47;31898.64;75431.38
01.07.2016;168089.3;11671.2;6343.21;8348.89;6661.22;10368.56;1303.73;167415;14111.24;8556.94;43859.17;20410.08;113677.5;23519.09;14500.96;11822.02;12257.66;15567.61;30336.05;15722.7;6046.08;16842.16;6131.8;19164.15;46912.12;2313.07;28223.04;17238.47;1177.87;25028.2;6330;4085.41;8320.96;4080.4;14582.58;40115.58;33074.07;11774.13;154451.3;65688.25;7561.08;16068.08;13727.03;52241.47;20171.77;99491.75;17325.59;12949.34;12488.23;7182.64;11332.39;23225.22;14944.95;12593.34;63828.11;8214.47;3016.93;118395.9;1073.22;107405.1;13536.77;79331.06;5602.7;4989.22;79351.56;28657.37;3429.76;7582.27;10397.5;18056.63;37200.88;13340.79;6753.29;380241.1;47394.31;134888.4;8826.95;325.73;5205.35;19063.72;25678.71;6269.81;51651.49;174194.6;18321.09;12850.55;48904.73;6110.25;7947.56;25865.68;11707.98;10788.1;23196.3;1266.27;4116.77;29328.6;1820.93;33491.99;13271.02;8834.34;40384.33;13375.58;88996.25;74022.94;18224.98;12010.32;147613.5;2675.41;10143.34;3963.2;90399.13;2090.66;44522.66;18759.87;13562.1;22703.85;17055;48202.98;1330.45;1829.62;2743.85;31304.9;77851.88
01.08.2016;170328.6;12066.68;6606.21;8576.18;6538.86;9984.79;1426.14;173210.9;14801.52;8663.28;50548.49;21047.71;120966.8;21519.07;13799.23;12640.36;12014.34;16360.55;30846;15573.63;6839.26;17392.3;6460.33;20419.23;48185.39;2451.23;29379.66;17524.38;1542.62;25990.86;6429.16;4421.57;8231.12;4311.68;14413.74;45084.47;35652;12195.17;151385.5;72232.31;7261.07;15361.26;14207.85;52874.49;20104.31;105826.4;18334.84;13494.36;12491.15;7467.74;11315.23;25580.77;14542.45;12910.32;72112.31;7523.73;2992.04;116477.1;1174.85;105013.9;14361.06;77503.38;5536.4;5331.39;83702.56;27362.55;3659.92;7800.93;10782.73;17757.51;36831;13813.9;6676.38;355659.8;48506.07;128733.5;8661.37;333.99;5614.7;19108.08;25715.57;6500.98;51709.52;171984.1;19021.95;12708.17;48094.5;6028.8;7811.14;25873.64;11879.56;10392.58;23181.9;1391.09;4585.68;27290.43;1920.79;37820.62;12954.23;9601.99;39914.65;13272.23;91477.19;76916.81;18396.95;12010.32;158681.1;2931.76;9633.82;3946.68;92840.81;1940.15;44101.09;18909.3;13142.55;23351.24;18019.45;59036.12;1316.45;1949.14;2904.09;30162.89;83008.75
01.09.2016;169295.5;11534.98;6959.31;8764.75;6451.25;9961.82;1597.74;168979.4;13875.11;9289.46;47211.34;20876.96;125977;21953.59;14098.43;11958.28;11839.27;16348.51;30467.7;14769.56;6821.64;12956.91;6036.18;21028.25;47375.26;2443.16;29496.84;18632.37;1707.57;24137.3;6530.16;4394.59;8244.33;4360.76;14395.23;46233.31;33589.04;13297.46;148409.3;83563.81;7808.76;15700.81;14048.95;50872.84;19384;100810.1;19213.78;13512.68;11687.5;7866.82;11737.63;26511.46;14950.45;14096.09;71551.5;7711.77;2982.45;120117.4;1049.01;105078.6;15163.73;76084.56;5187.9;5077.92;85807.94;26799.87;3494.54;7105.15;11689.17;16499;41666.17;14613.84;6061.11;352300.9;48636.86;133021.7;8135.06;366.02;5828.06;18702.61;26137.09;6676.31;51037.97;178488;18676.11;11935.43;49431.89;6067.21;7914.12;23975.11;12308.52;10368.05;21763.8;1425.73;4689.17;25740.75;2118.58;38633.13;12155.12;9764.74;39266.76;12522.92;84882.88;78268.75;18361.09;11000.94;142317.3;3663.07;10150.73;3811.53;93886;1982.83;39803.57;18893.13;13011.36;24638.72;20545.89;62778.47;1228.8;2106.21;3012.51;31563.33;76808
01.10.2016;167366.4;11508.83;6886.82;8799.49;6330.11;9738.43;1562.74;170454;13475.02;9302.06;47490.37;21063.77;131712.8;22006.68;14413.57;12618.54;11761.3;15681.16;30411.17;14785.43;6817.73;12477.53;6330.84;21482.85;48279.73;2413.61;28311.11;16193.87;1614.64;22795.29;6350.92;4763.1;7892.66;4290.16;13427.02;46613.8;32684.82;13496.61;141994.3;82543.06;8033.91;15270.53;13926;49191.18;19209.79;96426.56;18691.3;13669.35;11652.14;7721.05;11582.33;26710.75;14767.4;14003.68;72901.75;8249.32;2900.93;120185.5;1014.28;100619.5;14925.81;77259.06;5115.41;5187.85;86857.81;26285.96;3605.02;6886.6;11584.65;16835.25;42187.98;13986.57;6105.57;382630.3;45703.33;131129.3;8066.04;365;5941.91;17040.68;25510.67;6666.81;46695;172930.7;18572.2;12117.2;51189.59;6101.2;7599.02;23658.49;11990.54;9836.36;21577.79;1485.37;5104.38;23582.26;2087;38127.1;11900.98;9700.73;38660.26;12377.36;80023.63;77920.5;17363.13;10963.14;129688;4012.06;10047.72;3718.76;94506.75;2068.94;38152.09;17044.67;12467.29;23847.87;20611.56;62856.21;1215.59;2066.86;3104.61;30992.96;76633.75
01.11.2016;161067.8;11172.7;7193.02;8687.31;6323.27;9759.29;1660.73;158247.4;12430.8;8822.97;43860.52;20764.11;120730.9;21147.14;14980.55;11579.68;11516.1;15488.13;28485.61;15366.45;6796.2;11676.82;5704.01;19395.25;51937.73;2339.79;28195.02;16991.93;1647.16;20827.5;5959.43;4476.65;7690.29;4476.36;12928.46;45110.49;32256.51;13115.63;147936.1;79729.06;8291.82;15146.8;13502.35;42912.09;19118.89;93988.31;17696.71;12746.88;11575.53;8012.57;10724.49;24979.64;13934.18;15063.78;72164.19;8319.26;2818.69;114949.9;1010.29;101039.6;13754.31;82043.31;5104.94;4917.85;84618.56;24018.91;3548.27;6989.57;11740.38;16798.4;40111.18;15360.76;6167.15;382052.4;45210.06;134522.6;8121.69;375.9;5683.06;16567.02;22871.81;6625.48;45060.1;165247;20238.94;12306.45;50506.04;6085.73;7144.43;23454.09;11348.42;9517.94;21522.56;1417.57;4680.37;24798.42;2005.74;35421.81;11915.39;8976.89;37512.83;12569.8;76673.13;78384.25;16904.61;10979.29;126157.3;3742.23;9093.57;3530.76;87219.63;2130.22;40783.27;16704.58;12249.67;25447.06;20742.89;63621.42;1219.41;1912.06;2927.03;33061.86;75079.69
01.12.2016;164251.9;10863.92;8530.04;8188.18;6771.56;9386.63;2157.28;179905.1;12712.7;9040.2;42231.89;19414.56;118977.6;22248.61;16097.51;11072.94;12248.9;15486.12;25303.33;13892.33;6941.88;12826.11;5189.69;22952.82;56003.51;2469.53;29890.21;20245.64;1949.18;22531.65;6303.9;5238.73;8358.66;4900.68;11892.02;43498.32;37342.45;15605.53;142084.6;83301.88;9667.04;16689.02;12378.26;47566.99;17853.61;101090;19276.92;12612.79;10841.97;9483.23;11331.77;27916.06;15273.06;17748.05;78745.69;9213.48;3017.77;147732.4;859.08;108665.2;15475.46;89783.56;4728.2;5525.44;99524.69;24021.02;3311.25;6831.72;13277.62;15917.23;38213.57;17201.23;5827.32;453206;49930.41;138012.4;7660.55;397.15;6678.47;16287.45;23587.54;7340.97;46519.84;171310.1;19316.83;12217.7;58594.79;6542.74;7761.09;22391;12488.57;9047.18;20385.9;1485.64;4911.94;26966.4;2196.28;41060.04;11826.06;9435.29;36701.01;11886.7;74154.81;68452.56;16062.02;10688.66;122320.9;3932.16;10624.84;3422.06;78897.44;2453.24;38743.29;17012.28;11470.58;30029.46;19712.64;72371.94;1174.22;2172.02;2591.77;39764.98;97244.13
01.01.2017;161787.2;11237.5;8999.36;8410.24;7186.75;9688.07;2217.49;178527.3;13124.87;8825.62;43141.68;20512.43;127823.4;23018.79;16724.14;11201.02;12584.93;15676.04;25225.14;14693.03;7194.27;13432.93;5785.98;23017.2;57212.59;2564.87;30485.34;20532.52;2634.53;22569.73;6520.81;5048.21;8478.05;5005.41;12225.11;40235.76;34660.04;15228.09;154154.8;89307.38;9755.32;18015.22;12446.73;48078.67;18849.95;97784.06;19358.1;12740.51;11567.75;9727.34;11244.8;27427.93;14982.68;18435.28;82864.94;9580.34;2944.94;139056.3;908.37;114707.5;15347.36;83839.38;5118.43;5426.16;97414.56;24237.66;3365.14;7536.77;13039.66;16244.16;39238.03;16769.43;6351.11;480882.8;52064.91;135619.9;8157.52;406.6;6399.4;16604.65;23468.65;7423.13;44826.9;169171.1;19901;12966.94;57403.16;6530.15;8279.25;23713.11;12309.09;9560.16;21621.32;1532.37;4880.76;27896;2311.87;42000.22;12768.85;9107.34;36964.33;12576.55;77334.81;71578.06;16684.48;11121.66;129518.3;4104.68;10369.02;3650.09;83629.56;2500.73;41620.46;17380.7;12119.53;31305.59;20503.57;70310.63;1231.32;2317.47;2590.84;42290;94008.69
01.02.2017;155022.6;11044.37;8908.54;8804.18;7674.96;9641.34;2296.75;195488.1;12926.86;9309.85;47851.27;20194.82;128704.4;21151.99;15772.13;12140.92;12657.3;16823.95;26914.38;15081.7;7567.81;11404.44;6104.59;23909.66;60259.17;2693.12;30084.88;20972.16;2801.81;23070.79;6396.65;5219.93;7965.61;5208.26;12153.53;44736.75;30552.47;15820.89;162749.3;96945.63;10144.44;16695.37;12381.4;54776.83;18604.7;97198.38;18666.25;13773.3;11529;9505.98;11586.31;28417.9;15017.98;19183.18;86915.81;9266.98;3039.27;135468.9;956.36;121560.3;16312.71;82483.94;5129;5721.07;102578;25701.01;3650.5;7528.27;12958.21;16370.05;40001.15;16001.75;6290.16;508767.1;49235.84;132801.3;8143.49;400.13;6898.07;16625.95;24905.11;7715.95;42524.63;163191.8;19081.42;12890.59;63109.31;6469.48;7881.58;23134.95;12939.74;9680.29;21518.61;1654.85;4930.1;27031.07;2232.11;45109.16;12620.44;9740.22;37038.39;12508.42;74826.06;73595.38;16274.78;11415.63;131249.7;3734.28;11325.79;3513.47;82908.13;2599.66;42300.52;18189.72;12277.95;29287.69;25271.07;69062.13;1255.95;2467.71;2562.48;43990.46;89917.94
01.03.2017;164900.3;12159.96;9815.64;9240.71;7657.04;9851.64;2566.16;194376.3;14049.34;9926.01;51536.48;21659.79;127526.6;21367.28;16336.66;12687.08;13441.56;17573.11;29063.99;16036.25;7754.35;13229.98;6640.36;24581.95;68173;2833.82;31800.88;22405.06;3475.54;25972.57;6977.92;5410.38;8164.51;5558.37;12579.07;48791.59;28007.02;17310.98;172346.9;102268.4;10529.77;18321.96;14053.43;56573.8;19406.04;102458.1;19340.6;14263.52;12346.04;10349.13;12074.59;30218.65;16630.95;20720.81;96100.69;9421.6;3130.55;146054.9;917.7;131202.1;16754.21;88651.69;5425.03;5970.09;109026.3;28298.51;3896.4;7731.41;14113.67;17698.45;39270.78;17238.66;6745.67;568105.7;50276.36;142830.3;8718.73;402.37;7205.2;16403.8;25682.04;8012.71;44389.97;178461.2;20423.04;13284.17;66738.81;6438.57;8453.05;24445.54;13995.89;10997.68;22562.4;1790.45;5795.08;26009.2;2230.71;45636.04;13187.88;10314.15;40157.16;13867.57;75626.06;72872.25;17057.21;11997.02;152332.5;3794.92;11309.96;3801.14;94480.31;2537.48;44274.83;20264.37;12863.61;31565.74;26648.4;73865.94;1315.88;2364.69;2794.67;46556.04;101100.4
01.04.2017;169358.9;12241.45;9178.05;9041.1;7805.98;9997.3;2373.95;195035.6;13975.87;9584.95;50270.4;22080.23;128343;21122.77;15464.46;12282.68;13499.89;17242.79;28848.02;15950.75;7973.64;12542.8;6687.88;23552.77;65481.84;2717.79;31311.33;20814.62;3401.2;26160.71;7009.53;5064.06;8080.68;5332.43;12166;48547.63;26166.68;17438.82;164590.2;107929.9;10355.88;17848.11;14036.21;55362.89;19367.27;102301.3;18291.46;14238.2;12394.26;9312.14;12111.18;29615.75;16334.64;18977.32;93209.38;9498.43;2822.18;143452.6;904.94;129260.6;17105.83;86042.06;5509.54;5866.14;106380.1;28135.79;3978.57;7677.82;14099.46;17863.43;38406.82;16751.72;6826.82;521937.6;48895.3;136542.3;8973.22;386.63;7057.65;15861.97;26127.11;8075.07;46275.94;177678.7;20111.27;13491.74;66665.88;6080.92;8186.27;24722.96;13615.8;10787.6;23051.09;1704.1;5829.59;23851.22;2379.6;44086.03;13005.41;10561.44;37895.79;14062.08;73396.44;71302;16496.47;12253.99;132437.9;3974.65;10371.92;3806.67;96551.81;2286.06;44080.57;20629.06;12745.44;30439.53;26918.35;71644.25;1336.76;2211.36;2907.11;41952.96;95699.13
01.05.2017;177375.3;12108.91;9182.09;8847.56;7911.49;10188.24;2375.96;203499.6;13788.11;9420.35;49450.14;22163.14;128875.4;21120.2;15194.76;13239.36;14701.87;16768.75;29812.82;16486.07;7916.15;13124.42;6479.6;24914.59;67609.56;2473.89;33266.72;20428.26;3164.23;27025.17;7159.84;5643.61;7826.46;5397.98;12857.54;50675.69;27009.36;17364.52;162705.8;115728.4;10659.57;18323.96;13810.72;59657.57;19223.84;101413.3;19251.1;14400.45;12367.14;9074.75;12435.41;30981.98;16634.14;19275.72;87449.81;9120.03;2855.18;152753.1;872.63;130873.1;17560.23;88404.69;5535.8;5920.08;109940.3;27718.59;4229.65;7358.45;14027.86;18177.25;40276.11;16837.19;6855.8;543974.9;50312.56;142320;9054.06;385.51;7133.54;15461.27;27216.16;8826.7;44819.23;182031.4;20080.53;13794.33;67176.69;5658.31;8240.68;24616.88;14610.28;10766.81;23353.19;1848.23;6273.69;23542.95;2416.91;43650.71;12843.8;10857.38;39118.23;13937.2;73023.56;72467.88;15990.43;12541.27;126972;4102.52;8494.03;3812.21;95771.44;2123.23;43323.77;20393.97;12940.98;31819.94;27494.07;76298.13;1346.3;2369.54;3070.37;42623.71;98083.31
